State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
AK,51,510,Yes,Yes,12.0,135.8,60.0,23.09,200.6,134.0,17.05,192.4,98,8.66,12.3,7.0,3.32,2.0,False
SD,27,408,No,No,0.0,236.7,110.0,40.24,231.9,92.0,19.71,164.7,85,7.41,12.7,6.0,3.43,1.0,False
ID,208,510,No,No,0.0,111.4,133.0,18.94,175.0,66.0,14.88,217.2,106,9.77,5.5,6.0,1.49,3.0,False
OK,105,510,Yes,Yes,28.0,156.1,89.0,26.54,107.1,114.0,9.1,167.7,95,7.55,14.7,3.0,3.97,0.0,True
WA,117,408,No,No,0.0,191.1,93.0,32.49,282.8,56.0,24.04,84.8,118,3.82,12.0,4.0,3.24,2.0,False
VA,146,415,No,No,0.0,205.4,101.0,34.92,134.9,77.0,11.47,310.5,83,13.97,10.3,2.0,2.78,3.0,False
WI,147,415,Yes,No,0.0,225.2,111.0,38.28,184.9,98.0,15.72,143.2,146,6.44,9.9,1.0,2.67,0.0,True
IN,68,510,No,No,0.0,249.9,127.0,42.48,254.5,118.0,21.63,273.2,98,12.29,8.9,6.0,2.4,2.0,True
NM,68,408,No,No,0.0,131.6,89.0,22.37,137.0,109.0,11.65,256.3,107,11.53,10.2,5.0,2.75,3.0,False
VT,159,415,No,No,0.0,275.8,103.0,46.89,189.5,108.0,16.11,223.9,93,10.08,7.4,5.0,2.0,2.0,True
AZ,134,415,No,Yes,40.0,142.9,105.0,24.29,88.6,61.0,7.53,290.0,96,13.05,10.8,6.0,2.92,1.0,False
VT,113,510,No,No,0.0,207.2,113.0,35.22,256.0,80.0,21.76,211.0,87,9.49,9.9,1.0,2.67,1.0,False
MO,132,408,No,No,0.0,206.2,100.0,35.05,211.2,118.0,17.95,196.2,122,8.83,10.2,6.0,2.75,1.0,False
NJ,93,510,Yes,Yes,38.0,225.7,117.0,38.37,119.6,122.0,10.17,193.2,125,8.69,14.0,7.0,3.78,1.0,True
WA,174,408,No,Yes,33.0,167.8,91.0,28.53,205.3,91.0,17.45,130.0,132,5.85,14.5,4.0,3.92,3.5,True
NY,61,415,No,No,0.0,197.7,118.0,33.61,152.2,96.0,12.94,221.0,93,9.95,7.0,3.0,1.89,2.0,False
DC,91,415,No,Yes,39.0,169.8,105.0,28.87,65.2,116.0,5.54,144.4,92,6.5,10.9,4.0,2.94,1.0,False
NE,88,408,No,Yes,28.0,190.6,104.0,32.4,237.3,105.0,20.17,211.6,116,9.52,9.8,1.0,2.65,2.0,False
MA,88,408,No,Yes,45.0,80.3,140.0,13.65,153.3,101.0,13.03,309.2,123,13.91,12.8,3.0,3.46,2.0,False
NM,182,415,No,No,0.0,69.1,114.0,11.75,230.3,109.0,19.58,256.7,96,11.55,6.5,4.0,1.76,0.0,False
CO,118,408,No,No,0.0,188.8,60.0,32.1,217.4,64.0,18.48,220.1,100,9.9,8.2,7.0,2.21,3.5,False
NH,103,408,No,No,0.0,150.6,125.0,25.6,169.1,126.0,14.37,221.2,104,9.95,10.4,8.0,2.81,3.5,True
IL,65,510,No,No,0.0,192.0,89.0,32.64,139.5,88.0,11.86,187.4,102,8.43,5.5,4.0,1.49,2.0,False
UT,61,408,No,Yes,25.0,163.7,78.0,27.83,113.2,112.0,9.62,134.1,118,6.03,9.9,3.0,2.67,3.0,False
WV,172,415,No,No,0.0,211.7,100.0,35.99,198.7,101.0,16.89,301.7,136,13.58,6.5,9.0,1.76,1.0,False
NJ,72,415,No,No,0.0,175.5,103.0,29.84,132.3,120.0,11.25,242.9,96,10.93,11.8,3.0,3.19,1.0,False
NM,113,510,No,No,0.0,150.1,120.0,25.52,200.1,85.0,17.01,266.7,105,12.0,11.0,3.0,2.97,2.0,False
NM,67,415,No,No,0.0,215.5,102.0,36.64,190.7,95.0,16.21,214.5,106,9.65,8.6,6.0,2.32,1.0,False
DE,136,415,No,No,0.0,101.7,105.0,17.29,202.8,99.0,17.24,136.2,119,6.13,9.4,6.0,2.54,3.0,False
GA,71,415,No,No,0.0,258.4,132.0,43.93,126.8,119.0,10.78,182.4,87,8.21,9.7,8.0,2.62,3.5,False
HI,134,408,No,No,0.0,242.4,126.0,41.21,152.9,115.0,13.0,318.3,115,14.32,11.8,6.0,3.19,1.0,False
NJ,84,415,No,No,0.0,190.2,102.0,32.33,197.7,141.0,16.8,247.5,102,11.14,9.8,6.0,2.65,2.0,False
ME,39,408,No,No,0.0,154.1,104.0,26.2,204.2,112.0,17.36,196.2,92,8.83,9.8,4.0,2.65,2.0,False
OK,110,510,No,No,0.0,188.0,127.0,31.96,90.5,118.0,7.69,150.3,64,6.76,15.3,3.0,4.13,3.0,False
TN,102,510,No,No,0.0,103.1,70.0,17.53,275.0,129.0,23.38,141.1,92,6.35,11.2,5.0,3.02,1.0,False
WY,70,415,No,No,0.0,175.4,130.0,29.82,159.5,130.0,13.56,260.6,96,11.73,11.6,4.0,3.13,0.0,False
NY,142,415,No,No,0.0,145.4,93.0,24.72,209.1,98.0,17.77,214.0,96,9.63,10.9,1.0,2.94,1.0,False
RI,17,415,No,No,0.0,161.5,123.0,27.46,214.2,81.0,18.21,315.0,106,14.18,8.6,5.0,2.32,1.0,False
PA,119,408,No,No,0.0,260.1,101.0,44.22,256.5,68.0,21.8,229.1,89,10.31,10.0,2.0,2.7,1.0,True
MD,108,415,Yes,Yes,42.0,130.1,90.0,22.12,167.0,128.0,14.2,244.7,80,11.01,13.6,5.0,3.67,3.0,True
VA,90,415,No,No,0.0,102.0,118.0,17.34,113.3,134.0,9.63,188.6,105,8.49,11.4,3.0,3.08,2.0,False
IN,100,415,No,Yes,33.0,218.7,104.0,37.18,155.0,144.0,13.18,99.0,117,4.46,12.1,4.0,3.27,1.0,False
OR,155,408,No,Yes,30.0,128.5,86.0,21.85,188.4,91.0,16.01,254.4,85,11.45,6.8,6.0,1.84,1.0,False
AZ,113,510,No,No,0.0,128.7,100.0,21.88,227.1,67.0,19.3,178.1,135,8.01,9.2,4.0,2.48,2.0,True
WI,123,415,No,No,0.0,172.2,92.0,29.27,162.6,76.0,13.82,250.3,101,11.26,8.7,4.0,2.35,1.0,False
VA,145,408,No,No,0.0,199.2,124.0,33.86,126.0,86.0,10.71,289.2,135,13.01,7.6,3.0,2.05,1.0,False
MO,42,415,No,No,0.0,184.5,98.0,31.37,200.5,93.0,17.04,279.2,91,12.56,8.8,3.0,2.38,2.0,False
NV,125,510,No,No,0.0,168.6,99.0,28.66,175.6,107.0,14.93,243.3,92,10.95,10.9,7.0,2.94,0.0,False
HI,131,415,No,Yes,30.0,174.0,118.0,29.58,205.3,81.0,17.45,218.2,90,9.82,6.7,3.0,1.81,1.0,False
WA,107,415,No,No,0.0,230.4,65.0,39.17,257.4,80.0,21.88,107.3,88,4.83,8.5,3.0,2.3,1.0,False
IL,48,408,No,No,0.0,198.2,73.0,33.69,202.8,115.0,17.24,146.4,73,6.59,5.1,5.0,1.38,1.0,False
IL,76,510,No,No,0.0,186.1,96.0,31.64,211.6,100.0,17.99,230.6,100,10.38,8.0,4.0,2.16,0.0,False
LA,128,415,No,No,0.0,148.5,105.0,25.25,243.0,106.0,20.66,255.2,114,11.48,6.8,2.0,1.84,1.0,False
WI,73,415,No,No,0.0,157.1,109.0,26.71,268.8,83.0,22.85,181.5,91,8.17,10.0,8.0,2.7,0.0,False
TX,52,415,No,No,0.0,155.0,110.0,26.35,133.4,104.0,11.34,176.1,84,7.92,7.0,4.0,1.89,3.5,True
NC,124,415,No,No,0.0,188.5,77.0,32.05,182.0,123.0,15.47,218.2,127,9.82,6.1,6.0,1.65,1.0,False
WA,137,408,No,No,0.0,208.8,120.0,35.5,225.3,100.0,19.15,221.6,130,9.97,11.1,5.0,3.0,0.0,False
MS,107,510,No,Yes,30.0,198.9,87.0,33.81,207.0,90.0,17.6,159.8,76,7.19,12.6,4.0,3.4,3.0,False
KY,147,408,No,No,0.0,212.8,79.0,36.18,204.1,91.0,17.35,156.2,113,7.03,10.2,2.0,2.75,1.0,False
RI,116,510,No,No,0.0,137.4,126.0,23.36,120.0,94.0,10.2,130.3,64,5.86,12.4,2.0,3.35,3.0,False
NY,60,510,No,Yes,31.0,191.8,75.0,32.61,267.8,135.0,22.76,200.5,62,9.02,12.8,3.0,3.46,2.0,False
TX,38,510,No,No,0.0,149.0,92.0,25.33,60.60000000000004,78.0,5.155000000000001,163.3,93,7.35,13.9,10.5,3.75,0.0,False
DE,63,408,No,No,0.0,117.1,118.0,19.91,249.6,90.0,21.22,162.2,84,7.3,11.1,4.0,3.0,3.0,False
NM,94,415,No,No,0.0,108.0,79.0,18.36,241.9,152.0,20.56,252.1,92,11.34,10.4,3.0,2.81,3.0,False
RI,131,415,No,No,0.0,112.8,133.0,19.18,199.4,116.0,16.95,142.7,105,6.42,10.1,5.0,2.73,0.0,False
MS,158,510,No,No,0.0,175.9,105.0,29.9,188.3,88.0,16.01,188.3,98,8.47,11.0,6.0,2.97,1.0,False
NY,139,510,No,No,0.0,236.6,109.0,40.22,169.9,107.0,14.44,212.3,118,9.55,11.1,2.0,3.0,1.0,True
WI,140,415,No,No,0.0,129.6,79.0,22.03,246.2,99.0,20.93,172.1,124,7.74,9.4,10.0,2.54,3.0,False
SD,52,510,No,Yes,20.0,133.3,63.0,22.66,184.1,123.0,15.65,272.9,107,12.28,13.5,2.0,3.65,1.0,False
VA,103,510,No,No,0.0,167.8,121.0,28.53,212.9,123.0,18.1,208.2,73,9.37,13.0,3.0,3.51,3.5,False
CO,85,510,No,Yes,21.0,283.2,110.0,48.14,239.7,108.0,20.37,149.5,80,6.73,6.3,1.0,1.7,3.5,False
WA,71,408,No,No,0.0,141.2,132.0,24.0,149.1,90.0,12.67,171.4,72,7.71,7.0,2.0,1.89,2.0,False
NV,177,415,No,Yes,27.0,230.2,106.0,39.13,196.1,78.0,16.67,215.4,108,9.69,10.4,2.0,2.81,1.0,False
SC,49,415,Yes,No,0.0,237.8,92.0,40.43,208.9,119.0,17.76,167.8,86,7.55,15.6,6.0,4.21,2.0,True
RI,106,510,Yes,No,0.0,204.0,84.0,34.68,168.5,61.0,14.32,164.0,102,7.38,13.3,3.0,3.59,3.0,True
ID,60,510,No,No,0.0,221.1,106.0,37.59,178.6,48.0,15.18,202.7,90,9.12,7.4,3.0,2.0,1.0,False
KY,43,408,No,No,0.0,177.2,93.0,30.12,142.6,60.0,12.12,314.1,144,14.13,12.7,2.0,3.43,3.5,False
SD,125,415,No,No,0.0,163.8,73.0,27.85,255.6,85.0,21.73,192.9,95,8.68,15.7,4.0,4.24,0.0,False
SC,114,510,No,Yes,4.0,141.3,96.0,24.02,230.4,88.0,19.58,223.7,85,10.07,9.4,3.0,2.54,3.0,False
TN,112,415,No,No,0.0,272.5,119.0,46.33,226.1,94.0,19.22,159.1,94,7.16,16.4,5.0,4.43,3.0,True
MT,101,408,No,Yes,16.0,118.9,112.0,20.21,228.3,97.0,19.41,180.1,111,8.1,8.2,5.0,2.21,2.0,False
WI,70,415,No,No,0.0,34.650000000000006,100.0,5.899999999999995,136.4,83.0,11.59,156.6,89,7.05,12.1,1.0,3.27,0.0,False
AK,59,408,No,No,0.0,159.5,96.0,27.12,167.2,123.0,14.21,138.6,106,6.24,10.2,4.0,2.75,0.0,False
AZ,59,408,No,No,0.0,150.2,70.0,25.53,185.7,98.0,15.78,212.5,128,9.56,12.1,2.0,3.27,1.0,False
DE,99,415,No,No,0.0,140.7,88.0,23.92,210.9,98.0,17.93,229.9,125,10.35,12.4,4.0,3.35,2.0,False
VA,150,510,No,No,0.0,169.2,123.0,28.76,216.8,83.0,18.43,179.4,107,8.07,12.6,3.0,3.4,1.0,False
MA,81,510,No,No,0.0,220.8,77.0,37.54,148.5,87.0,12.62,183.9,100,8.28,7.6,3.0,2.05,2.0,False
IN,86,510,No,No,0.0,216.3,96.0,36.77,266.3,77.0,22.64,214.0,110,9.63,4.5,3.0,1.22,0.0,False
MD,84,510,No,No,0.0,169.5,96.0,28.82,157.6,94.0,13.4,98.2,70,4.42,10.6,7.0,2.86,0.0,False
NV,118,510,No,Yes,35.0,256.3,119.0,43.57,258.1,91.0,21.94,215.5,130,9.7,11.7,1.0,3.16,1.0,False
CO,89,415,No,No,0.0,179.7,128.0,30.55,299.8,92.0,25.48,185.3,120,8.34,7.6,3.0,2.05,1.0,False
KS,93,415,No,No,0.0,266.0,120.0,45.22,130.1,84.0,11.06,165.8,63,7.46,13.1,6.0,3.54,3.0,False
AR,85,415,No,No,0.0,96.7,97.0,16.44,193.8,95.0,16.47,171.7,88,7.73,9.7,3.0,2.62,2.0,False
WY,160,408,No,No,0.0,82.7,116.0,14.06,194.6,95.0,16.54,159.0,54,7.15,10.9,9.0,2.94,0.0,False
PA,28,415,No,No,0.0,168.2,87.0,28.59,161.7,92.0,13.74,192.4,112,8.66,10.1,3.0,2.73,3.0,False
TX,73,408,No,No,0.0,286.4,109.0,48.69,178.2,67.0,15.15,214.2,152,9.64,10.7,10.5,2.89,1.0,True
NY,156,408,No,No,0.0,174.3,95.0,29.63,186.6,128.0,15.86,258.2,105,11.62,12.9,5.0,3.48,3.0,False
OR,33,415,Yes,No,0.0,190.6,100.0,32.4,161.7,104.0,13.74,189.9,136,8.55,13.0,6.0,3.51,1.0,False
CA,77,510,No,No,0.0,175.5,86.0,29.84,205.1,78.0,17.43,245.2,100,11.03,17.5,3.0,4.7250000000000005,3.5,False
NY,119,415,No,No,0.0,133.4,102.0,22.68,204.6,71.0,17.39,196.9,103,8.86,11.1,7.0,3.0,1.0,False
AR,91,510,No,Yes,27.0,204.6,96.0,34.78,136.0,93.0,11.56,210.5,82,9.47,6.6,2.0,1.78,3.0,False
MI,102,510,No,No,0.0,242.2,88.0,41.17,233.2,89.0,19.82,188.5,121,8.48,6.2,6.0,1.67,3.0,False
OK,86,415,No,Yes,33.0,253.1,112.0,43.03,210.1,94.0,17.86,95.0,98,4.27,11.9,4.0,3.21,3.0,False
TX,82,415,No,No,0.0,130.0,110.0,22.1,185.3,88.0,15.75,178.7,105,8.04,8.3,4.0,2.24,0.0,False
NC,89,408,No,No,0.0,105.9,151.0,18.0,189.6,142.0,16.12,170.9,67,7.69,12.7,7.0,3.43,0.0,False
ID,86,415,No,No,0.0,194.2,98.0,33.01,193.8,95.0,16.47,192.0,123,8.64,9.3,7.0,2.51,3.0,False
OR,92,415,No,No,0.0,196.5,82.0,33.41,190.0,89.0,16.15,163.2,99,7.34,10.8,2.0,2.92,2.0,False
SD,87,510,No,No,0.0,184.5,81.0,31.37,172.0,103.0,14.62,183.4,96,8.25,13.7,3.0,3.7,3.0,False
NE,64,408,No,No,0.0,261.9,113.0,44.52,148.1,99.0,12.59,145.2,74,6.53,13.8,4.0,3.73,0.0,False
RI,80,510,No,No,0.0,202.4,118.0,34.41,260.2,67.0,22.12,177.4,112,7.98,9.2,5.0,2.48,3.0,False
MD,165,415,No,Yes,39.0,167.4,113.0,28.46,172.7,94.0,14.68,192.6,113,8.67,9.5,4.0,2.57,3.0,False
ID,153,415,No,Yes,22.0,167.7,104.0,28.51,246.8,91.0,20.98,203.9,117,9.18,7.5,10.5,2.03,1.0,False
SD,108,415,No,No,0.0,240.2,78.0,40.83,230.3,109.0,19.58,217.0,83,9.76,5.2,1.0,1.4,2.0,False
NY,104,415,No,Yes,26.0,189.1,112.0,32.15,178.2,97.0,15.15,199.3,104,8.97,11.1,4.0,3.0,1.0,False
DE,115,408,No,No,0.0,127.7,67.0,21.71,182.9,90.0,15.55,172.9,92,7.78,10.6,7.0,2.86,1.0,False
OK,87,415,No,No,0.0,205.2,106.0,34.88,99.5,122.0,8.46,189.5,75,8.53,13.4,3.0,3.62,1.0,False
IN,119,510,No,No,0.0,154.5,129.0,26.27,193.6,87.0,16.46,180.9,145,8.14,13.4,3.0,3.62,2.0,False
NV,69,415,No,No,0.0,153.7,109.0,26.13,194.0,105.0,16.49,256.1,114,11.52,14.1,6.0,3.81,1.0,False
SD,93,510,No,No,0.0,324.65,106.0,55.18000000000001,151.7,89.0,12.89,303.5,114,13.66,8.7,3.0,2.35,1.0,True
OK,154,415,Yes,No,0.0,145.9,69.0,24.8,208.2,141.0,17.7,180.9,106,8.14,14.4,10.0,3.89,0.0,True
KS,57,415,No,Yes,37.0,201.2,76.0,34.2,280.1,122.0,23.81,154.2,110,6.94,11.8,1.0,3.19,1.0,False
IA,130,510,No,No,0.0,139.1,72.0,23.65,246.0,112.0,20.91,207.2,121,9.32,11.4,9.0,3.08,3.5,False
NJ,151,415,No,No,0.0,118.9,128.0,20.21,278.3,65.0,23.66,194.8,61,8.77,13.2,10.0,3.56,2.0,False
NJ,162,408,No,No,0.0,217.6,87.0,36.99,279.0,71.0,23.72,250.7,65,11.28,10.4,4.0,2.81,2.0,True
MT,60,415,No,No,0.0,145.0,133.0,24.65,209.1,92.0,17.77,328.5,112,14.78,14.6,2.0,3.94,1.0,False
IA,81,510,No,No,0.0,203.5,89.0,34.6,289.6,69.0,24.62,212.9,71,9.58,8.7,3.0,2.35,3.0,False
TX,136,408,No,No,0.0,269.8,106.0,45.87,228.8,101.0,19.45,257.5,106,11.59,10.1,8.0,2.73,1.0,True
MS,121,415,No,Yes,21.0,126.3,84.0,21.47,209.6,102.0,17.82,192.5,129,8.66,10.6,2.0,2.86,1.0,False
IA,105,510,No,Yes,15.0,88.1,125.0,14.98,175.9,142.0,14.95,269.9,85,12.15,9.7,1.0,2.62,2.0,False
WI,105,415,No,Yes,34.0,218.5,61.0,37.15,196.7,74.0,16.72,151.1,103,6.8,9.9,4.0,2.67,2.0,False
MT,51,415,No,Yes,26.0,236.8,61.0,40.26,263.4,97.0,22.39,181.1,91,8.15,11.2,8.0,3.02,1.0,False
GA,64,408,No,No,0.0,124.1,117.0,21.1,192.8,108.0,16.39,162.9,84,7.33,6.4,5.0,1.73,3.0,False
MT,80,510,Yes,Yes,30.0,184.2,132.0,31.31,167.5,109.0,14.24,212.8,114,9.58,10.0,10.0,2.7,0.0,False
ND,56,415,No,No,0.0,222.7,133.0,37.86,277.0,89.0,23.55,101.8,94,4.58,13.6,4.0,3.67,3.5,False
VT,120,415,No,No,0.0,149.2,98.0,25.36,193.6,88.0,16.46,248.9,119,11.2,11.1,5.0,3.0,1.0,False
SD,103,510,No,No,0.0,206.5,125.0,35.11,180.2,113.0,15.32,220.6,95,9.93,12.2,4.0,3.29,3.0,False
OH,164,510,No,Yes,27.0,159.7,102.0,27.15,168.8,113.0,14.35,244.1,127,10.98,9.6,9.0,2.59,3.0,False
OH,116,415,No,Yes,27.0,204.7,118.0,34.8,209.4,91.0,17.8,212.9,67,9.58,7.0,2.0,1.89,2.0,False
MT,121,408,No,No,0.0,213.2,79.0,36.24,120.7,116.0,10.26,244.4,102,11.0,7.5,4.0,2.03,1.0,False
NV,183,415,No,No,0.0,116.7,92.0,19.84,213.8,112.0,18.17,214.3,112,9.64,9.7,6.0,2.62,2.0,False
UT,104,408,No,No,0.0,263.4,101.0,44.78,235.5,117.0,20.02,102.0,146,4.59,13.0,4.0,3.51,0.0,False
NH,90,408,No,No,0.0,140.2,97.0,23.83,213.9,102.0,18.18,120.0,126,5.4,7.1,2.0,1.92,1.0,False
LA,82,415,No,No,0.0,197.7,101.0,33.61,127.6,83.0,10.85,142.1,103,6.39,13.5,3.0,3.65,1.0,False
NY,9,415,No,Yes,16.0,88.5,87.0,15.05,178.8,108.0,15.2,228.7,96,10.29,11.5,3.0,3.11,2.0,False
CT,97,415,No,No,0.0,215.3,58.0,36.6,242.4,91.0,20.6,279.8,105,12.59,12.1,9.0,3.27,0.0,False
MI,127,510,No,Yes,25.0,203.8,118.0,34.65,267.1,48.0,22.7,225.1,105,10.13,7.3,5.0,1.97,0.0,False
SD,125,510,No,Yes,34.0,268.4,112.0,45.63,222.2,108.0,18.89,117.6,102,5.29,10.3,3.0,2.78,0.0,False
ME,140,415,No,No,0.0,159.1,104.0,27.05,269.8,106.0,22.93,220.4,116,9.92,10.3,4.0,2.78,1.0,False
MD,90,415,No,No,0.0,114.4,122.0,19.45,127.7,154.0,10.85,253.1,109,11.39,10.1,5.0,2.73,2.0,False
VA,67,415,No,No,0.0,138.9,65.0,23.61,208.9,109.0,17.76,232.4,82,10.46,9.2,3.0,2.48,2.0,False
NJ,113,415,No,No,0.0,186.0,55.0,31.62,237.4,105.0,20.18,148.1,83,6.66,12.2,6.0,3.29,1.0,False
TN,121,510,No,Yes,26.0,170.4,91.0,28.97,254.5,90.0,21.63,219.6,122,9.88,15.1,5.0,4.08,0.0,False
DC,93,408,No,No,0.0,164.5,95.0,27.97,230.9,87.0,19.63,149.9,91,6.75,9.9,3.0,2.67,3.5,False
DC,121,408,No,No,0.0,168.6,121.0,28.66,168.6,94.0,14.33,95.3,59,4.29,12.3,4.0,3.32,1.0,False
OR,53,408,No,No,0.0,261.2,119.0,44.4,250.8,105.0,21.32,176.0,112,7.92,9.8,2.0,2.65,0.0,True
RI,75,415,No,No,0.0,190.5,91.0,32.39,178.4,75.0,15.16,162.4,113,7.31,13.1,5.0,3.54,1.0,False
AK,132,510,No,No,0.0,181.1,121.0,30.79,314.4,109.0,26.72,246.7,81,11.1,4.2,9.0,1.13,2.0,False
WI,162,408,No,No,0.0,177.1,131.0,30.11,114.7,122.0,9.75,153.6,88,6.91,6.5,6.0,1.76,3.0,False
IN,140,415,No,No,0.0,160.5,114.0,27.29,240.5,103.0,20.44,233.5,121,10.51,11.3,4.0,3.05,1.0,False
MI,91,408,No,No,0.0,134.7,116.0,22.9,295.3,98.0,25.1,195.5,121,8.8,6.6,5.0,1.78,2.0,False
ID,73,510,No,Yes,28.0,198.2,107.0,33.69,139.1,123.0,11.82,199.1,139,8.96,8.8,1.0,2.38,2.0,False
NH,95,408,Yes,No,0.0,228.9,134.0,38.91,255.7,71.0,21.73,208.0,120,9.36,10.1,2.0,2.73,3.5,True
MN,145,408,No,No,0.0,241.7,137.0,41.09,135.8,100.0,11.54,277.6,123,12.49,13.1,3.0,3.54,0.0,False
AZ,100,415,No,No,0.0,131.1,108.0,22.29,176.2,81.0,14.98,89.7,81,4.04,4.3,4.0,1.16,1.0,False
MN,122,415,No,No,0.0,234.1,101.0,39.8,200.2,121.0,17.02,237.4,89,10.68,13.1,9.0,3.54,2.0,False
MO,109,415,No,No,0.0,200.1,72.0,34.02,300.9,120.0,25.58,236.0,68,10.62,11.9,5.0,3.21,0.0,False
AL,82,408,No,No,0.0,154.0,107.0,26.18,94.4,114.0,8.02,287.6,95,12.94,10.1,7.0,2.73,1.0,False
PA,65,415,No,Yes,23.0,224.2,106.0,38.11,189.6,100.0,16.12,222.8,75,10.03,9.8,4.0,2.65,0.0,False
AK,52,510,No,No,0.0,148.3,83.0,25.21,181.6,79.0,15.44,155.6,104,7.0,8.3,6.0,2.24,3.0,False
MS,136,415,No,Yes,24.0,174.6,76.0,29.68,176.6,114.0,15.01,214.4,91,9.65,8.8,5.0,2.38,2.0,False
IA,75,415,No,No,0.0,138.5,110.0,23.55,153.2,86.0,13.02,215.6,103,9.7,11.1,7.0,3.0,1.0,False
WY,146,408,No,No,0.0,109.0,69.0,18.53,265.8,98.0,22.59,228.3,80,10.27,12.6,2.0,3.4,1.0,False
NE,105,408,No,No,0.0,162.3,99.0,27.59,212.5,95.0,18.06,214.7,114,9.66,11.1,8.0,3.0,3.5,False
ND,48,415,No,No,0.0,210.8,84.0,35.84,189.6,98.0,16.12,157.6,99,7.09,16.4,3.0,4.43,2.0,False
CT,45,415,No,No,0.0,142.4,107.0,24.21,318.7,78.0,27.09,224.1,108,10.08,11.1,7.0,3.0,1.0,False
NC,106,415,No,Yes,37.0,223.5,104.0,38.0,235.1,99.0,19.98,140.1,90,6.3,10.6,5.0,2.86,2.0,False
CT,33,510,No,No,0.0,182.5,65.0,31.03,232.1,96.0,19.73,149.2,82,6.71,7.5,2.0,2.03,2.0,False
WA,106,408,No,No,0.0,193.6,66.0,32.91,238.2,82.0,20.25,176.4,107,7.94,12.9,3.0,3.48,0.0,False
NV,141,415,No,No,0.0,192.4,111.0,32.71,156.9,87.0,13.34,175.8,82,7.91,11.0,6.0,2.97,0.0,False
KS,94,510,No,Yes,28.0,233.2,88.0,39.64,113.3,102.0,9.63,118.0,71,5.31,16.1,4.0,4.35,0.0,False
CO,65,510,No,No,0.0,158.8,53.0,27.0,188.5,132.0,16.02,189.3,87,8.52,9.8,4.0,2.65,2.0,False
MO,85,415,No,No,0.0,126.1,112.0,21.44,274.7,126.0,23.35,184.4,95,8.3,9.8,4.0,2.65,1.0,False
MA,71,510,No,No,0.0,290.4,108.0,49.37,253.9,92.0,21.58,263.3,126,11.85,10.1,5.0,2.73,3.0,True
NY,112,408,No,Yes,30.0,60.6,113.0,10.3,165.9,96.0,14.1,132.8,99,5.98,13.3,7.0,3.59,0.0,False
AK,110,415,No,No,0.0,148.4,95.0,25.23,193.8,98.0,16.47,206.0,106,9.27,6.9,6.0,1.86,0.0,False
WI,111,415,No,No,0.0,246.5,108.0,41.91,216.3,89.0,18.39,179.6,99,8.08,12.7,3.0,3.43,2.0,False
NH,74,408,No,No,0.0,298.1,112.0,50.68,201.3,100.0,17.11,214.7,88,9.66,9.7,4.0,2.62,2.0,True
TN,105,510,No,No,0.0,119.3,82.0,20.28,185.1,111.0,15.73,157.0,74,7.07,10.9,4.0,2.94,2.0,False
NY,40,408,No,No,0.0,242.5,82.0,41.23,232.9,97.0,19.8,154.0,86,6.93,9.6,7.0,2.59,0.0,False
GA,128,408,Yes,Yes,18.0,222.1,89.0,37.76,160.6,109.0,13.65,218.8,102,9.85,13.6,2.0,3.67,0.0,True
MN,123,408,No,No,0.0,236.2,135.0,40.15,273.9,88.0,23.28,227.0,77,10.22,10.1,6.0,2.73,2.0,True
MI,122,510,No,No,0.0,144.2,87.0,24.51,212.2,74.0,18.04,169.3,87,7.62,9.5,4.0,2.57,0.0,False
ID,114,408,No,Yes,19.0,154.6,100.0,26.28,241.6,109.0,20.54,160.0,112,7.2,12.6,1.0,3.4,3.0,False
CT,102,415,No,Yes,25.0,137.4,100.0,23.36,176.7,83.0,15.02,188.2,93,8.47,10.2,6.0,2.75,2.0,False
NC,126,415,No,No,0.0,103.7,93.0,17.63,127.0,107.0,10.8,329.3,66,14.82,14.4,1.0,3.89,0.0,False
LA,150,415,No,No,0.0,136.6,112.0,23.22,209.4,81.0,17.8,161.1,78,7.25,12.2,2.0,3.29,3.5,True
NJ,60,408,No,No,0.0,289.8,101.0,49.27,255.6,115.0,21.73,242.8,76,10.93,11.7,4.0,3.16,2.0,True
CA,138,510,Yes,No,0.0,196.2,129.0,33.35,176.5,86.0,15.0,232.4,108,10.46,15.2,1.0,4.1,0.0,True
MD,29,510,No,No,0.0,195.6,71.0,33.25,126.4,74.0,10.74,148.6,87,6.69,14.2,4.0,3.83,1.0,False
WY,111,415,No,No,0.0,222.2,96.0,37.77,162.5,111.0,13.81,184.9,120,8.32,11.9,7.0,3.21,3.5,False
TX,37,510,Yes,No,0.0,172.9,119.0,29.39,183.0,86.0,15.56,226.4,100,10.19,9.8,1.0,2.65,0.0,True
UT,81,510,No,No,0.0,154.5,84.0,26.27,216.2,91.0,18.38,229.8,82,10.34,13.7,3.0,3.7,1.0,False
WA,46,510,No,No,0.0,90.4,108.0,15.37,276.2,77.0,23.48,146.5,111,6.59,12.7,2.0,3.43,1.0,False
OH,125,408,No,No,0.0,106.1,95.0,18.04,157.6,113.0,13.4,192.5,69,8.66,8.1,3.0,2.19,1.0,False
